RBP,Cell & tissue typeHepG2K562adrenal gland,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
UPF1,K562,chr7:129832352-129832449;-,77.786,0.003,-0.09,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129945462-129945520;-,5.195,0.044,0.409,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129945462-129945520;-,5.195,0.044,0.409,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129945462-129945520;-,5.195,0.044,0.409,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129945462-129945520;-,5.195,0.044,0.409,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129945462-129945520;-,5.195,0.044,0.409,ENST00000496698,ENCODE,No
ZNF622,K562,chr7:129880919-129880971;-,5.175,0.981,6.025,ENST00000355621,ENCODE,No
ZNF622,K562,chr7:129880919-129880971;-,5.175,0.981,6.025,ENST00000472396,ENCODE,No
ZNF622,K562,chr7:129880919-129880971;-,5.175,0.981,6.025,ENST00000473814,ENCODE,No
ZNF622,K562,chr7:129880919-129880971;-,5.175,0.981,6.025,ENST00000480245,ENCODE,No
ZNF622,K562,chr7:129880919-129880971;-,5.175,0.981,6.025,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129903260-129903330;-,5.167,0.004,0.193,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129903260-129903330;-,5.167,0.004,0.193,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129903260-129903330;-,5.167,0.004,0.193,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129903260-129903330;-,5.167,0.004,0.193,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129903260-129903330;-,5.167,0.004,0.193,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129903260-129903330;-,5.167,0.004,0.193,ENST00000496698,ENCODE,No
RBM15,K562,chr7:129952617-129952711;-,5.083,0.641,0.997,ENST00000490974,ENCODE,No
RBM15,K562,chr7:129952617-129952711;-,5.083,0.641,0.997,ENST00000472396,ENCODE,No
RBM15,K562,chr7:129952617-129952711;-,5.083,0.641,0.997,ENST00000355621,ENCODE,No
HNRNPM,K562,chr7:129948883-129948928;-,5.08,0.448,0.666,ENST00000355621,ENCODE,No
HNRNPM,K562,chr7:129948883-129948928;-,5.08,0.448,0.666,ENST00000472396,ENCODE,No
HNRNPM,K562,chr7:129948883-129948928;-,5.08,0.448,0.666,ENST00000473814,ENCODE,No
HNRNPM,K562,chr7:129948883-129948928;-,5.08,0.448,0.666,ENST00000480245,ENCODE,No
HNRNPM,K562,chr7:129948883-129948928;-,5.08,0.448,0.666,ENST00000490974,ENCODE,No
HNRNPM,K562,chr7:129948883-129948928;-,5.08,0.448,0.666,ENST00000496698,ENCODE,No
MATR3,HepG2,chr7:129905101-129905145;-,5.073,0.015,0.007,ENST00000355621,ENCODE,No
MATR3,HepG2,chr7:129905101-129905145;-,5.073,0.015,0.007,ENST00000472396,ENCODE,No
MATR3,HepG2,chr7:129905101-129905145;-,5.073,0.015,0.007,ENST00000473814,ENCODE,No
MATR3,HepG2,chr7:129905101-129905145;-,5.073,0.015,0.007,ENST00000480245,ENCODE,No
MATR3,HepG2,chr7:129905101-129905145;-,5.073,0.015,0.007,ENST00000490974,ENCODE,No
MATR3,HepG2,chr7:129905101-129905145;-,5.073,0.015,0.007,ENST00000496698,ENCODE,No
HNRNPM,K562,chr7:129947369-129947468;-,5.055,0.541,0.926,ENST00000355621,ENCODE,No
HNRNPM,K562,chr7:129947369-129947468;-,5.055,0.541,0.926,ENST00000472396,ENCODE,No
HNRNPM,K562,chr7:129947369-129947468;-,5.055,0.541,0.926,ENST00000473814,ENCODE,No
HNRNPM,K562,chr7:129947369-129947468;-,5.055,0.541,0.926,ENST00000480245,ENCODE,No
HNRNPM,K562,chr7:129947369-129947468;-,5.055,0.541,0.926,ENST00000490974,ENCODE,No
HNRNPM,K562,chr7:129947369-129947468;-,5.055,0.541,0.926,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129948892-129948923;-,5.04,0.49,0.695,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129948892-129948923;-,5.04,0.49,0.695,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129948892-129948923;-,5.04,0.49,0.695,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129948892-129948923;-,5.04,0.49,0.695,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129948892-129948923;-,5.04,0.49,0.695,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129948892-129948923;-,5.04,0.49,0.695,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129906605-129906638;-,4.989,0.002,0.03,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129906605-129906638;-,4.989,0.002,0.03,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129906605-129906638;-,4.989,0.002,0.03,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129906605-129906638;-,4.989,0.002,0.03,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129906605-129906638;-,4.989,0.002,0.03,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129906605-129906638;-,4.989,0.002,0.03,ENST00000496698,ENCODE,No
HNRNPL,HepG2,chr7:129854987-129855072;-,4.973,0.012,0.086,ENST00000355621,ENCODE,No
HNRNPL,HepG2,chr7:129854987-129855072;-,4.973,0.012,0.086,ENST00000472396,ENCODE,No
HNRNPL,HepG2,chr7:129854987-129855072;-,4.973,0.012,0.086,ENST00000473814,ENCODE,No
HNRNPL,HepG2,chr7:129854987-129855072;-,4.973,0.012,0.086,ENST00000480245,ENCODE,No
HNRNPL,HepG2,chr7:129854987-129855072;-,4.973,0.012,0.086,ENST00000496698,ENCODE,No
RPS3,K562,chr7:129952607-129952726;-,4.907,0.675,1.159,ENST00000472396,ENCODE,No
RPS3,K562,chr7:129952607-129952726;-,4.907,0.675,1.159,ENST00000355621,ENCODE,No
PTBP1,K562,chr7:129837376-129837501;-,4.876,0.003,-0.103,ENST00000355621,ENCODE,No
PTBP1,K562,chr7:129837376-129837501;-,4.876,0.003,-0.103,ENST00000473814,ENCODE,No
PTBP1,K562,chr7:129837376-129837501;-,4.876,0.003,-0.103,ENST00000483368,ENCODE,No
PTBP1,K562,chr7:129837376-129837501;-,4.876,0.003,-0.103,ENST00000496698,ENCODE,No
DDX42,K562,chr7:129952410-129952479;-,4.86,0.118,0.363,ENST00000355621,ENCODE,No
DDX42,K562,chr7:129952410-129952479;-,4.86,0.118,0.363,ENST00000472396,ENCODE,No
DDX42,K562,chr7:129952410-129952479;-,4.86,0.118,0.363,ENST00000473814,ENCODE,No
DDX42,K562,chr7:129952410-129952479;-,4.86,0.118,0.363,ENST00000480245,ENCODE,No
DDX42,K562,chr7:129952410-129952479;-,4.86,0.118,0.363,ENST00000490974,ENCODE,No
FAM120A,K562,chr7:129832656-129832681;-,4.855,0.144,0.52,ENST00000355621,ENCODE,No
PTBP1,HepG2,chr7:129837386-129837458;-,4.853,0.003,-0.047,ENST00000355621,ENCODE,No
PTBP1,HepG2,chr7:129837386-129837458;-,4.853,0.003,-0.047,ENST00000473814,ENCODE,No
PTBP1,HepG2,chr7:129837386-129837458;-,4.853,0.003,-0.047,ENST00000483368,ENCODE,No
PTBP1,HepG2,chr7:129837386-129837458;-,4.853,0.003,-0.047,ENST00000496698,ENCODE,No
HNRNPC,HepG2,chr7:129938347-129938419;-,4.852,0.022,0.023,ENST00000355621,ENCODE,No
HNRNPC,HepG2,chr7:129938347-129938419;-,4.852,0.022,0.023,ENST00000472396,ENCODE,No
HNRNPC,HepG2,chr7:129938347-129938419;-,4.852,0.022,0.023,ENST00000473814,ENCODE,No
HNRNPC,HepG2,chr7:129938347-129938419;-,4.852,0.022,0.023,ENST00000480245,ENCODE,No
HNRNPC,HepG2,chr7:129938347-129938419;-,4.852,0.022,0.023,ENST00000490974,ENCODE,No
HNRNPC,HepG2,chr7:129938347-129938419;-,4.852,0.022,0.023,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129947695-129947756;-,4.844,0.022,0.072,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129947695-129947756;-,4.844,0.022,0.072,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129947695-129947756;-,4.844,0.022,0.072,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129947695-129947756;-,4.844,0.022,0.072,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129947695-129947756;-,4.844,0.022,0.072,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129947695-129947756;-,4.844,0.022,0.072,ENST00000496698,ENCODE,No
FAM120A,K562,chr7:129831451-129831505;-,4.793,0.104,0.334,ENST00000355621,ENCODE,No
EXOSC5,K562,chr7:129949716-129949774;-,4.777,0.674,1.234,ENST00000355621,ENCODE,No
EXOSC5,K562,chr7:129949716-129949774;-,4.777,0.674,1.234,ENST00000472396,ENCODE,No
EXOSC5,K562,chr7:129949716-129949774;-,4.777,0.674,1.234,ENST00000473814,ENCODE,No
EXOSC5,K562,chr7:129949716-129949774;-,4.777,0.674,1.234,ENST00000480245,ENCODE,No
EXOSC5,K562,chr7:129949716-129949774;-,4.777,0.674,1.234,ENST00000490974,ENCODE,No
EXOSC5,K562,chr7:129949716-129949774;-,4.777,0.674,1.234,ENST00000496698,ENCODE,No
RPS3,HepG2,chr7:129952750-129952812;-,4.771,0.255,0.723,ENST00000472396,ENCODE,No
RPS3,HepG2,chr7:129952750-129952812;-,4.771,0.255,0.723,ENST00000355621,ENCODE,No
RBFOX2,HepG2,chr7:129832903-129832961;-,4.769,0.963,1.864,ENST00000355621,ENCODE,No
AQR,K562,chr7:129879886-129879974;-,4.747,0.003,-0.197,ENST00000355621,ENCODE,No
AQR,K562,chr7:129879886-129879974;-,4.747,0.003,-0.197,ENST00000472396,ENCODE,No
AQR,K562,chr7:129879886-129879974;-,4.747,0.003,-0.197,ENST00000473814,ENCODE,No
AQR,K562,chr7:129879886-129879974;-,4.747,0.003,-0.197,ENST00000480245,ENCODE,No
AQR,K562,chr7:129879886-129879974;-,4.747,0.003,-0.197,ENST00000486283,ENCODE,No
AQR,K562,chr7:129879886-129879974;-,4.747,0.003,-0.197,ENST00000490974,ENCODE,No
AQR,K562,chr7:129879886-129879974;-,4.747,0.003,-0.197,ENST00000496698,ENCODE,No
FAM120A,K562,chr7:129831870-129831903;-,4.704,0.183,0.341,ENST00000355621,ENCODE,No
DDX6,K562,chr7:129834646-129834768;-,4.682,0.989,3.532,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129907609-129907648;-,4.675,0.031,0.148,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129907609-129907648;-,4.675,0.031,0.148,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129907609-129907648;-,4.675,0.031,0.148,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129907609-129907648;-,4.675,0.031,0.148,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129907609-129907648;-,4.675,0.031,0.148,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129907609-129907648;-,4.675,0.031,0.148,ENST00000496698,ENCODE,No
PCBP2,HepG2,chr7:129830838-129830896;-,4.672,0.784,1.884,ENST00000355621,ENCODE,No
MATR3,K562,chr7:129905156-129905241;-,4.666,0.009,0.04,ENST00000355621,ENCODE,No
MATR3,K562,chr7:129905156-129905241;-,4.666,0.009,0.04,ENST00000472396,ENCODE,No
MATR3,K562,chr7:129905156-129905241;-,4.666,0.009,0.04,ENST00000473814,ENCODE,No
MATR3,K562,chr7:129905156-129905241;-,4.666,0.009,0.04,ENST00000480245,ENCODE,No
MATR3,K562,chr7:129905156-129905241;-,4.666,0.009,0.04,ENST00000490974,ENCODE,No
MATR3,K562,chr7:129905156-129905241;-,4.666,0.009,0.04,ENST00000496698,ENCODE,No
HNRNPL,K562,chr7:129934899-129934926;-,4.553,0.001,-0.403,ENST00000355621,ENCODE,No
HNRNPL,K562,chr7:129934899-129934926;-,4.553,0.001,-0.403,ENST00000472396,ENCODE,No
HNRNPL,K562,chr7:129934899-129934926;-,4.553,0.001,-0.403,ENST00000473814,ENCODE,No
HNRNPL,K562,chr7:129934899-129934926;-,4.553,0.001,-0.403,ENST00000480245,ENCODE,No
HNRNPL,K562,chr7:129934899-129934926;-,4.553,0.001,-0.403,ENST00000490974,ENCODE,No
HNRNPL,K562,chr7:129934899-129934926;-,4.553,0.001,-0.403,ENST00000496698,ENCODE,No
FAM120A,K562,chr7:129833851-129833907;-,4.539,0.031,0.048,ENST00000355621,ENCODE,No
ZRANB2,K562,chr7:129950107-129950163;-,4.52,0.596,1.108,ENST00000355621,ENCODE,No
ZRANB2,K562,chr7:129950107-129950163;-,4.52,0.596,1.108,ENST00000472396,ENCODE,No
ZRANB2,K562,chr7:129950107-129950163;-,4.52,0.596,1.108,ENST00000473814,ENCODE,No
ZRANB2,K562,chr7:129950107-129950163;-,4.52,0.596,1.108,ENST00000480245,ENCODE,No
ZRANB2,K562,chr7:129950107-129950163;-,4.52,0.596,1.108,ENST00000490974,ENCODE,No
ZRANB2,K562,chr7:129950107-129950163;-,4.52,0.596,1.108,ENST00000496698,ENCODE,No
SDAD1,HepG2,chr7:129952806-129952881;-,4.489,0.483,0.649,ENST00000472396,ENCODE,No
SDAD1,HepG2,chr7:129952806-129952881;-,4.489,0.483,0.649,ENST00000355621,ENCODE,No
PABPC4,K562,chr7:129830808-129830864;-,4.435,0.98,2.957,ENST00000355621,ENCODE,No
EXOSC5,HepG2,chr7:129949925-129949986;-,4.411,0.659,1.293,ENST00000355621,ENCODE,No
EXOSC5,HepG2,chr7:129949925-129949986;-,4.411,0.659,1.293,ENST00000472396,ENCODE,No
EXOSC5,HepG2,chr7:129949925-129949986;-,4.411,0.659,1.293,ENST00000473814,ENCODE,No
EXOSC5,HepG2,chr7:129949925-129949986;-,4.411,0.659,1.293,ENST00000480245,ENCODE,No
EXOSC5,HepG2,chr7:129949925-129949986;-,4.411,0.659,1.293,ENST00000490974,ENCODE,No
EXOSC5,HepG2,chr7:129949925-129949986;-,4.411,0.659,1.293,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129915876-129915924;-,4.404,0.23,0.451,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129915876-129915924;-,4.404,0.23,0.451,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129915876-129915924;-,4.404,0.23,0.451,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129915876-129915924;-,4.404,0.23,0.451,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129915876-129915924;-,4.404,0.23,0.451,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129915876-129915924;-,4.404,0.23,0.451,ENST00000496698,ENCODE,No
SF3B1,K562,chr7:129833104-129833113;-,4.394,0.776,2.027,ENST00000355621,ENCODE,No
EXOSC5,K562,chr7:129949915-129949962;-,4.394,0.785,1.505,ENST00000355621,ENCODE,No
EXOSC5,K562,chr7:129949915-129949962;-,4.394,0.785,1.505,ENST00000472396,ENCODE,No
EXOSC5,K562,chr7:129949915-129949962;-,4.394,0.785,1.505,ENST00000473814,ENCODE,No
EXOSC5,K562,chr7:129949915-129949962;-,4.394,0.785,1.505,ENST00000480245,ENCODE,No
EXOSC5,K562,chr7:129949915-129949962;-,4.394,0.785,1.505,ENST00000490974,ENCODE,No
EXOSC5,K562,chr7:129949915-129949962;-,4.394,0.785,1.505,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129940419-129940468;-,4.335,0.003,-0.102,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129940419-129940468;-,4.335,0.003,-0.102,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129940419-129940468;-,4.335,0.003,-0.102,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129940419-129940468;-,4.335,0.003,-0.102,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129940419-129940468;-,4.335,0.003,-0.102,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129940419-129940468;-,4.335,0.003,-0.102,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129945478-129945522;-,4.335,0.034,0.45,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129945478-129945522;-,4.335,0.034,0.45,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129945478-129945522;-,4.335,0.034,0.45,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129945478-129945522;-,4.335,0.034,0.45,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129945478-129945522;-,4.335,0.034,0.45,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129945478-129945522;-,4.335,0.034,0.45,ENST00000496698,ENCODE,No
HNRNPM,K562,chr7:129940691-129940805;-,4.308,0.01,0.048,ENST00000355621,ENCODE,No
HNRNPM,K562,chr7:129940691-129940805;-,4.308,0.01,0.048,ENST00000472396,ENCODE,No
HNRNPM,K562,chr7:129940691-129940805;-,4.308,0.01,0.048,ENST00000473814,ENCODE,No
HNRNPM,K562,chr7:129940691-129940805;-,4.308,0.01,0.048,ENST00000480245,ENCODE,No
HNRNPM,K562,chr7:129940691-129940805;-,4.308,0.01,0.048,ENST00000490974,ENCODE,No
HNRNPM,K562,chr7:129940691-129940805;-,4.308,0.01,0.048,ENST00000496698,ENCODE,No
SDAD1,HepG2,chr7:129952636-129952689;-,4.303,0.621,0.953,ENST00000490974,ENCODE,No
SDAD1,HepG2,chr7:129952636-129952689;-,4.303,0.621,0.953,ENST00000472396,ENCODE,No
SDAD1,HepG2,chr7:129952636-129952689;-,4.303,0.621,0.953,ENST00000355621,ENCODE,No
WDR43,K562,chr7:129952823-129952881;-,4.281,0.623,0.754,ENST00000472396,ENCODE,No
WDR43,K562,chr7:129952823-129952881;-,4.281,0.623,0.754,ENST00000355621,ENCODE,No
SUPV3L1,K562,chr7:129929377-129929387;-,4.273,0.533,0.759,ENST00000355621,ENCODE,No
SUPV3L1,K562,chr7:129929377-129929387;-,4.273,0.533,0.759,ENST00000472396,ENCODE,No
SUPV3L1,K562,chr7:129929377-129929387;-,4.273,0.533,0.759,ENST00000473814,ENCODE,No
SUPV3L1,K562,chr7:129929377-129929387;-,4.273,0.533,0.759,ENST00000480245,ENCODE,No
SUPV3L1,K562,chr7:129929377-129929387;-,4.273,0.533,0.759,ENST00000490974,ENCODE,No
SUPV3L1,K562,chr7:129929377-129929387;-,4.273,0.533,0.759,ENST00000496698,ENCODE,No
SF3B1,K562,chr7:129888056-129888090;-,4.266,0.007,0.346,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129888056-129888090;-,4.266,0.007,0.346,ENST00000472396,ENCODE,No
SF3B1,K562,chr7:129888056-129888090;-,4.266,0.007,0.346,ENST00000473814,ENCODE,No
SF3B1,K562,chr7:129888056-129888090;-,4.266,0.007,0.346,ENST00000480245,ENCODE,No
SF3B1,K562,chr7:129888056-129888090;-,4.266,0.007,0.346,ENST00000490974,ENCODE,No
SF3B1,K562,chr7:129888056-129888090;-,4.266,0.007,0.346,ENST00000496698,ENCODE,No
WRN,K562,chr7:129952749-129952812;-,4.233,0.267,0.737,ENST00000472396,ENCODE,No
WRN,K562,chr7:129952749-129952812;-,4.233,0.267,0.737,ENST00000355621,ENCODE,No
HNRNPK,K562,chr7:129837566-129837645;-,4.221,0,-0.627,ENST00000355621,ENCODE,No
HNRNPK,K562,chr7:129837566-129837645;-,4.221,0,-0.627,ENST00000473814,ENCODE,No
HNRNPK,K562,chr7:129837566-129837645;-,4.221,0,-0.627,ENST00000483368,ENCODE,No
HNRNPK,K562,chr7:129837566-129837645;-,4.221,0,-0.627,ENST00000496698,ENCODE,No
YBX3,HepG2,chr7:129831825-129831942;-,4.193,0.103,0.297,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129888739-129888799;-,4.184,0.014,0.116,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129888739-129888799;-,4.184,0.014,0.116,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129888739-129888799;-,4.184,0.014,0.116,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129888739-129888799;-,4.184,0.014,0.116,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129888739-129888799;-,4.184,0.014,0.116,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129888739-129888799;-,4.184,0.014,0.116,ENST00000496698,ENCODE,No
YBX3,K562,chr7:129834732-129834780;-,4.182,0.999,4.179,ENST00000355621,ENCODE,No
FAM120A,K562,chr7:129832584-129832628;-,4.164,0.001,-0.375,ENST00000355621,ENCODE,No
FAM120A,K562,chr7:129833514-129833554;-,4.164,0.289,0.653,ENST00000355621,ENCODE,No
MATR3,K562,chr7:129905177-129905248;-,4.145,0.01,0.053,ENST00000355621,ENCODE,No
MATR3,K562,chr7:129905177-129905248;-,4.145,0.01,0.053,ENST00000472396,ENCODE,No
MATR3,K562,chr7:129905177-129905248;-,4.145,0.01,0.053,ENST00000473814,ENCODE,No
MATR3,K562,chr7:129905177-129905248;-,4.145,0.01,0.053,ENST00000480245,ENCODE,No
MATR3,K562,chr7:129905177-129905248;-,4.145,0.01,0.053,ENST00000490974,ENCODE,No
MATR3,K562,chr7:129905177-129905248;-,4.145,0.01,0.053,ENST00000496698,ENCODE,No
PTBP1,HepG2,chr7:129837331-129837373;-,4.135,0.005,-0.092,ENST00000355621,ENCODE,No
PTBP1,HepG2,chr7:129837331-129837373;-,4.135,0.005,-0.092,ENST00000473814,ENCODE,No
PTBP1,HepG2,chr7:129837331-129837373;-,4.135,0.005,-0.092,ENST00000483368,ENCODE,No
PTBP1,HepG2,chr7:129837331-129837373;-,4.135,0.005,-0.092,ENST00000496698,ENCODE,No
SF3B1,K562,chr7:129859517-129859524;-,4.057,1,2.248,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129859517-129859524;-,4.057,1,2.248,ENST00000472396,ENCODE,No
SF3B1,K562,chr7:129859517-129859524;-,4.057,1,2.248,ENST00000473814,ENCODE,No
SF3B1,K562,chr7:129859517-129859524;-,4.057,1,2.248,ENST00000480245,ENCODE,No
SF3B1,K562,chr7:129859517-129859524;-,4.057,1,2.248,ENST00000486283,ENCODE,No
SF3B1,K562,chr7:129859517-129859524;-,4.057,1,2.248,ENST00000490974,ENCODE,No
SF3B1,K562,chr7:129859517-129859524;-,4.057,1,2.248,ENST00000496698,ENCODE,No
FAM120A,K562,chr7:129832816-129832847;-,4.021,1,3.546,ENST00000355621,ENCODE,No
AARS,K562,chr7:129855491-129855536;-,4.01,0.005,0.066,ENST00000355621,ENCODE,No
AARS,K562,chr7:129855491-129855536;-,4.01,0.005,0.066,ENST00000472396,ENCODE,No
AARS,K562,chr7:129855491-129855536;-,4.01,0.005,0.066,ENST00000473814,ENCODE,No
AARS,K562,chr7:129855491-129855536;-,4.01,0.005,0.066,ENST00000480245,ENCODE,No
AARS,K562,chr7:129855491-129855536;-,4.01,0.005,0.066,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129947358-129947408;-,3.986,0.477,0.92,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129947358-129947408;-,3.986,0.477,0.92,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129947358-129947408;-,3.986,0.477,0.92,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129947358-129947408;-,3.986,0.477,0.92,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129947358-129947408;-,3.986,0.477,0.92,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129947358-129947408;-,3.986,0.477,0.92,ENST00000496698,ENCODE,No
BCCIP,HepG2,chr7:129949681-129949771;-,3.974,0.596,1.047,ENST00000355621,ENCODE,No
BCCIP,HepG2,chr7:129949681-129949771;-,3.974,0.596,1.047,ENST00000472396,ENCODE,No
BCCIP,HepG2,chr7:129949681-129949771;-,3.974,0.596,1.047,ENST00000473814,ENCODE,No
BCCIP,HepG2,chr7:129949681-129949771;-,3.974,0.596,1.047,ENST00000480245,ENCODE,No
BCCIP,HepG2,chr7:129949681-129949771;-,3.974,0.596,1.047,ENST00000490974,ENCODE,No
BCCIP,HepG2,chr7:129949681-129949771;-,3.974,0.596,1.047,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129944672-129944731;-,3.973,0.011,-0.189,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129944672-129944731;-,3.973,0.011,-0.189,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129944672-129944731;-,3.973,0.011,-0.189,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129944672-129944731;-,3.973,0.011,-0.189,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129944672-129944731;-,3.973,0.011,-0.189,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129944672-129944731;-,3.973,0.011,-0.189,ENST00000496698,ENCODE,No
SF3B1,K562,chr7:129833113-129833143;-,3.936,1,3,ENST00000355621,ENCODE,No
TIAL1,HepG2,chr7:129832362-129832483;-,3.899,0.004,-0.246,ENST00000355621,ENCODE,No
BUD13,HepG2,chr7:129952646-129952692;-,3.898,0.694,0.98,ENST00000490974,ENCODE,No
BUD13,HepG2,chr7:129952646-129952692;-,3.898,0.694,0.98,ENST00000472396,ENCODE,No
BUD13,HepG2,chr7:129952646-129952692;-,3.898,0.694,0.98,ENST00000355621,ENCODE,No
TBRG4,HepG2,chr7:129910129-129910174;-,3.889,0.003,-0.078,ENST00000355621,ENCODE,No
TBRG4,HepG2,chr7:129910129-129910174;-,3.889,0.003,-0.078,ENST00000472396,ENCODE,No
TBRG4,HepG2,chr7:129910129-129910174;-,3.889,0.003,-0.078,ENST00000473814,ENCODE,No
TBRG4,HepG2,chr7:129910129-129910174;-,3.889,0.003,-0.078,ENST00000480245,ENCODE,No
TBRG4,HepG2,chr7:129910129-129910174;-,3.889,0.003,-0.078,ENST00000490974,ENCODE,No
TBRG4,HepG2,chr7:129910129-129910174;-,3.889,0.003,-0.078,ENST00000496698,ENCODE,No
SUPV3L1,K562,chr7:129929387-129929419;-,3.883,0.003,-0.042,ENST00000355621,ENCODE,No
SUPV3L1,K562,chr7:129929387-129929419;-,3.883,0.003,-0.042,ENST00000472396,ENCODE,No
SUPV3L1,K562,chr7:129929387-129929419;-,3.883,0.003,-0.042,ENST00000473814,ENCODE,No
SUPV3L1,K562,chr7:129929387-129929419;-,3.883,0.003,-0.042,ENST00000480245,ENCODE,No
SUPV3L1,K562,chr7:129929387-129929419;-,3.883,0.003,-0.042,ENST00000490974,ENCODE,No
SUPV3L1,K562,chr7:129929387-129929419;-,3.883,0.003,-0.042,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129947324-129947412;-,3.876,0.369,0.797,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129947324-129947412;-,3.876,0.369,0.797,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129947324-129947412;-,3.876,0.369,0.797,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129947324-129947412;-,3.876,0.369,0.797,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129947324-129947412;-,3.876,0.369,0.797,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129947324-129947412;-,3.876,0.369,0.797,ENST00000496698,ENCODE,No
